# timestamp x y z qx qy qz qw num_features num_matches num_inliers
1347018761.990974903 0.167812 -0.341497 -0.0370976 0.0125098 0.00303624 0.121576 0.992499 2090 544 493
1347018762.090991020 0.183218 -0.360138 -0.0334624 0.00869298 0.00330261 0.128858 0.991619 2137 531 483
1347018762.191007853 0.193767 -0.371019 -0.0309629 0.0070844 0.00516499 0.136774 0.990563 2217 517 470
1347018762.291023970 0.210182 -0.375907 -0.0291554 0.0070545 0.00560613 0.145612 0.989301 2195 561 512
1347018762.391039848 0.227082 -0.384085 -0.0267737 0.00616444 0.00640571 0.154879 0.987893 2182 525 470
1347018762.491055965 0.240708 -0.393359 -0.0245473 0.00517028 0.00843255 0.164119 0.986391 2229 554 496
1347018762.591073036 0.258949 -0.405635 -0.0223556 0.00290374 0.00984662 0.174732 0.984563 2215 511 471
1347018762.691088915 0.278345 -0.402265 -0.0225836 0.00491509 0.0105065 0.185999 0.982482 2260 537 491
1347018762.791105032 0.297631 -0.405157 -0.0228388 0.00519847 0.0115981 0.197245 0.980272 2276 526 476
1347018762.891120911 0.312794 -0.411514 -0.0208063 0.00470582 0.0139213 0.207747 0.978072 2296 568 505
1347018762.991137028 0.337629 -0.418703 -0.0206612 0.00333626 0.0140869 0.219328 0.975544 2311 540 475
1347018763.091153860 0.349589 -0.422588 -0.0192244 0.00358568 0.0172133 0.229928 0.973049 2354 580 514
1347018763.191169977 0.371512 -0.434236 -0.0173528 0.00116701 0.0182739 0.240401 0.970501 2393 541 466
1347018763.291184902 0.390258 -0.435243 -0.0189247 0.00191567 0.0193468 0.250731 0.967862 2481 585 511
1347018763.391201019 0.405254 -0.432462 -0.0192947 0.00383191 0.0209327 0.260502 0.965239 2464 548 474
1347018763.491217852 0.423 -0.449341 -0.0177349 0.000419262 0.023213 0.269544 0.962708 2437 547 474
1347018763.591233969 0.442784 -0.450023 -0.0193383 0.00110738 0.0239179 0.279587 0.959822 2536 577 501
1347018763.691249847 0.460658 -0.445097 -0.0206743 0.00364992 0.0242115 0.287904 0.957346 2520 571 492
1347018763.791265965 0.47517 -0.448464 -0.0217357 0.00404001 0.0263393 0.297294 0.954414 2545 587 505
1347018763.891281843 0.493995 -0.44729 -0.0222128 0.00557363 0.0264867 0.305364 0.951851 2546 561 475
1347018763.991297960 0.50571 -0.463093 -0.0231183 0.00305884 0.0300704 0.313522 0.9491 2622 584 496
1347018764.091313839 0.524288 -0.466139 -0.0249796 0.00344877 0.0306541 0.321817 0.946299 2647 563 474
1347018764.191329956 0.541549 -0.455175 -0.0259831 0.00764777 0.0302919 0.330261 0.943372 2635 551 467
1347018764.291347027 0.556579 -0.476585 -0.028224 0.00369778 0.0327836 0.33656 0.941084 2709 555 462
1347018764.391362906 0.577229 -0.460304 -0.0306889 0.00882246 0.0311816 0.346137 0.937624 2699 567 470
1347018764.491377831 0.584512 -0.470685 -0.0307287 0.00846029 0.0344952 0.352856 0.935003 2669 583 472
1347018764.591393948 0.60991 -0.485863 -0.0342522 0.00507436 0.033871 0.3602 0.932246 2675 581 477
1347018764.691409826 0.625467 -0.491944 -0.035833 0.00486001 0.0349909 0.368638 0.928902 2712 579 479
1347018764.791425943 0.640585 -0.474884 -0.0385349 0.0106565 0.0334763 0.376172 0.925884 2717 569 457
1347018764.891443014 0.653309 -0.474918 -0.0390308 0.0122834 0.0342153 0.383497 0.922827 2696 561 438
1347018764.991458893 0.666026 -0.482359 -0.0405612 0.011997 0.0353971 0.390312 0.919924 2777 551 441
1347018765.091474056 0.6885 -0.48739 -0.0427237 0.0113075 0.0337908 0.396957 0.917145 2748 578 467
1347018765.191489935 0.69685 -0.488754 -0.0429352 0.0129778 0.0355362 0.403451 0.914219 2767 565 460
1347018765.291507006 0.716043 -0.490158 -0.0452913 0.013372 0.0345413 0.410364 0.911169 2761 573 467
1347018765.391521931 0.727939 -0.507219 -0.0456118 0.0104916 0.0364736 0.415656 0.90873 2786 582 464
1347018765.491538048 0.734594 -0.497559 -0.0429661 0.0150525 0.0374038 0.421653 0.90586 2753 541 425
1347018765.591554880 0.759817 -0.504047 -0.0454387 0.0132167 0.0356523 0.428096 0.902933 2837 560 442
1347018765.691570997 0.77016 -0.505858 -0.0440667 0.0142841 0.0365605 0.433132 0.900476 2802 601 464
1347018765.791585922 0.780859 -0.506675 -0.0424189 0.0154282 0.0372727 0.438059 0.898041 2842 574 448
1347018765.891602039 0.79868 -0.514316 -0.0417343 0.0140187 0.0373261 0.442947 0.895661 2871 589 454
1347018765.991617918 0.806098 -0.515937 -0.0395465 0.0151756 0.0391579 0.447592 0.893251 2851 578 449
1347018766.091634035 0.827503 -0.513698 -0.0395199 0.0156952 0.0373311 0.452686 0.89075 2937 598 467
1347018766.191649914 0.853186 -0.511525 -0.0391631 0.0156429 0.0348644 0.458085 0.888086 2983 607 457
1347018766.291666031 0.853397 -0.520425 -0.0338914 0.0154781 0.0390944 0.461472 0.886158 2926 571 444
1347018766.391681910 0.866687 -0.52621 -0.0335119 0.0149409 0.0401914 0.465076 0.884232 2973 618 471
1347018766.491698027 0.885203 -0.517452 -0.0302849 0.0169447 0.0386106 0.470022 0.881647 2938 562 431
1347018766.591712952 0.90034 -0.521504 -0.0286367 0.0162696 0.0392664 0.474432 0.879265 3042 595 455
1347018766.691730022 0.917727 -0.524446 -0.0273068 0.0154049 0.0392025 0.478614 0.877014 3016 599 435
1347018766.791744947 0.922459 -0.531026 -0.0207201 0.0151619 0.0426918 0.482427 0.874764 3075 612 452
1347018766.891762018 0.945793 -0.52185 -0.0196497 0.0166693 0.0400426 0.48751 0.872039 3155 629 476
1347018766.991776943 0.96175 -0.523808 -0.0164503 0.0162881 0.0401502 0.491624 0.869729 3153 613 472
1347018767.091792822 0.971888 -0.529368 -0.0122872 0.0155036 0.041825 0.495221 0.867621 3180 627 475
1347018767.191808939 0.981421 -0.524644 -0.00861715 0.0174525 0.0421651 0.49855 0.865659 3187 635 475
1347018767.291825056 0.996096 -0.532701 -0.00648638 0.0153802 0.0426597 0.501737 0.863831 3216 622 474
1347018767.391839981 1.00273 -0.535964 -0.00182029 0.0155341 0.0441429 0.503957 0.86246 3203 633 480
1347018767.491855860 1.01718 -0.539136 -0.00111363 0.0150517 0.0438631 0.506919 0.860745 3352 651 483
1347018767.591871977 1.02906 -0.541326 0.00277892 0.0148959 0.043546 0.508809 0.859648 3274 621 461
1347018767.691887856 1.03335 -0.548001 0.00584707 0.0148033 0.0453513 0.510538 0.858531 3298 628 470
1347018767.791903973 1.05129 -0.548636 0.00735204 0.0143525 0.043078 0.512494 0.85749 3351 647 471
1347018767.891919851 1.05448 -0.556305 0.0112638 0.0140888 0.0448738 0.513516 0.85679 3356 630 471
1347018767.991935015 1.05567 -0.560143 0.015173 0.0150601 0.0458836 0.513512 0.856722 3331 642 468
1347018768.091950893 1.07255 -0.553964 0.0144916 0.0165528 0.0424076 0.515205 0.855857 3329 629 463
1347018768.191967010 1.07997 -0.566514 0.018089 0.0147429 0.0431212 0.51532 0.855785 3419 646 475
1347018768.291982889 1.09884 -0.566259 0.0196203 0.0144109 0.039852 0.516834 0.855036 3439 646 471
1347018768.391999006 1.10218 -0.574237 0.0221692 0.0145098 0.0407645 0.51699 0.854897 3410 646 477
1347018768.492015839 1.11321 -0.575302 0.0242507 0.0151092 0.039006 0.517423 0.854707 3432 631 465
1347018768.592030048 1.1173 -0.582822 0.0263973 0.015145 0.0394786 0.517308 0.854754 3468 614 454
1347018768.692045927 1.13023 -0.577705 0.0272558 0.0172263 0.0363983 0.518068 0.854391 3469 638 467
1347018768.792062044 1.14754 -0.590611 0.0295676 0.0141557 0.0347004 0.518237 0.854416 3454 638 468
1347018768.892077923 1.13693 -0.601582 0.0314601 0.0155781 0.0387337 0.51701 0.85496 3460 626 459
1347018768.992094040 1.14992 -0.597591 0.0324197 0.017174 0.0358856 0.517561 0.854721 3395 616 450
1347018769.092109919 1.17029 -0.605612 0.0329063 0.0152894 0.033143 0.517913 0.854654 3479 631 470
1347018769.192124844 1.16929 -0.60185 0.0362231 0.0191981 0.0336881 0.517509 0.854799 3359 636 451
1347018769.292140961 1.19182 -0.613664 0.0362881 0.0159199 0.0309159 0.517616 0.854906 3434 636 460
1347018769.392156839 1.18981 -0.611455 0.0362709 0.0196284 0.0320357 0.517259 0.855004 3435 595 432
1347018769.492172956 1.20227 -0.624176 0.0377028 0.0177916 0.0319251 0.516709 0.855381 3437 638 444
1347018769.592187881 1.21414 -0.631591 0.0376801 0.0174044 0.0315875 0.516718 0.855396 3473 598 413
1347018769.692203999 1.23547 -0.636851 0.0358079 0.0168362 0.0292303 0.517443 0.855052 3430 618 447
1347018769.792218924 1.23731 -0.634489 0.0363901 0.020378 0.0302183 0.516976 0.855224 3456 615 452
1347018769.892235041 1.24191 -0.634866 0.0368671 0.0230077 0.0310957 0.516505 0.85541 3428 606 418
1347018769.992250919 1.25619 -0.645635 0.0358694 0.0220767 0.0313694 0.516523 0.855414 3518 606 436
1347018770.092265844 1.26531 -0.639046 0.0347312 0.0260553 0.0306506 0.516206 0.855519 3442 598 425
1347018770.192281961 1.27726 -0.647992 0.0334986 0.0259758 0.0314466 0.515824 0.855723 3446 600 423
1347018770.292296886 1.29414 -0.662622 0.0327464 0.0236503 0.0318557 0.515427 0.856014 3463 599 424
1347018770.392313004 1.30889 -0.675586 0.0310242 0.0228142 0.0334317 0.516018 0.855621 3468 593 409
1347018770.492328882 1.32385 -0.670556 0.030843 0.0257714 0.0320751 0.515751 0.85575 3457 581 417
1347018770.592344046 1.3536 -0.682599 0.0262601 0.0229769 0.0296458 0.516105 0.855704 3493 628 440
1347018770.692359924 1.34477 -0.696817 0.0279964 0.0244458 0.0363198 0.514259 0.856517 3449 609 415
1347018770.792376041 1.35843 -0.68918 0.0249111 0.028525 0.034868 0.513721 0.856774 3474 596 424
1347018770.892390966 1.37465 -0.698042 0.0214787 0.0283493 0.0354296 0.51369 0.856775 3412 612 422
1347018770.992406845 1.39043 -0.69585 0.0206332 0.0307583 0.034547 0.513198 0.857023 3449 600 410
1347018771.092422962 1.41267 -0.706718 0.0180797 0.0290676 0.0337238 0.512901 0.857292 3495 607 430
1347018771.192438841 1.41597 -0.712842 0.0174089 0.0314552 0.0364717 0.511927 0.857678 3490 612 426
1347018771.292454004 1.43507 -0.71939 0.0174873 0.0311737 0.036059 0.511627 0.857885 3484 637 443
1347018771.392469883 1.45126 -0.73479 0.0176649 0.0296306 0.0372871 0.510848 0.858351 3515 607 425
1347018771.492485046 1.4605 -0.732954 0.0187345 0.0328301 0.0376355 0.509951 0.858752 3538 608 427
1347018771.592500925 1.48501 -0.732507 0.0181775 0.0340331 0.0348518 0.510246 0.858648 3489 654 454
1347018771.692517042 1.49092 -0.749743 0.0189581 0.0332617 0.038124 0.508862 0.85936 3533 609 403
1347018771.792531967 1.51374 -0.740231 0.0202176 0.036654 0.0344167 0.509017 0.859287 3562 658 440
1347018771.892546892 1.53407 -0.758874 0.0221797 0.0335494 0.0348717 0.508968 0.859424 3545 610 407
1347018771.992545843 1.5466 -0.770334 0.023041 0.0330607 0.03591 0.508594 0.859622 3522 616 424
1347018772.092540026 1.56101 -0.786068 0.0221706 0.0316394 0.0366233 0.50819 0.859884 3524 644 452
1347018772.192534924 1.5801 -0.775573 0.024894 0.0355304 0.0331435 0.508076 0.859941 3514 616 416
1347018772.292529821 1.58707 -0.794002 0.0316469 0.0339415 0.0359648 0.507129 0.86045 3572 610 402
1347018772.392524004 1.65249 -0.79732 0.0149095 0.0295028 0.0224336 0.510047 0.859348 3492 618 405
1347018772.492517948 1.61693 -0.812022 0.0367669 0.0333351 0.0350723 0.506577 0.860836 3538 641 424
1347018772.592512846 1.63363 -0.814877 0.0407881 0.0340169 0.0333628 0.506412 0.860974 3540 647 422
1347018772.692507982 1.64265 -0.811739 0.0456526 0.0370253 0.0324185 0.505783 0.861256 3586 666 426
1347018772.792501926 1.69491 -0.831455 0.0325575 0.0300271 0.0234813 0.508017 0.860503 3515 631 412
1347018772.892496824 1.71207 -0.839877 0.0382099 0.0292816 0.0222109 0.507998 0.860574 3593 653 431
1347018772.992491961 1.70729 -0.853356 0.0454025 0.0300098 0.0264603 0.506543 0.861286 3506 635 411
1347018773.092485905 1.68572 -0.84872 0.0626774 0.0359784 0.0325309 0.502724 0.863085 3551 649 435
1347018773.192481041 1.70347 -0.856939 0.0666088 0.0350984 0.0310043 0.50265 0.86322 3606 663 420
1347018773.292474985 1.75724 -0.856002 0.0535131 0.0327755 0.0188417 0.504881 0.862361 3613 647 418
1347018773.392469883 1.7613 -0.885612 0.0645272 0.0284628 0.0239012 0.504714 0.862486 3518 619 402
1347018773.492465019 1.77153 -0.900667 0.0695928 0.0267119 0.0251617 0.504441 0.862666 3577 638 411
1347018773.592459917 1.78895 -0.9105 0.0759238 0.0251039 0.0241918 0.504495 0.86271 3586 638 403
1347018773.692453861 1.81288 -0.90709 0.0738773 0.0257127 0.0191314 0.503711 0.863277 3602 656 435
1347018773.792448997 1.83006 -0.920946 0.0799414 0.0231437 0.0191518 0.504097 0.863125 3559 636 408
1347018773.892443895 1.83 -0.913755 0.0781664 0.0278718 0.0193934 0.502319 0.864015 3628 662 405
1347018773.992437840 1.86532 -0.932455 0.0852807 0.0213333 0.015995 0.502954 0.863902 3637 648 412
1347018774.092432976 1.85957 -0.94598 0.086707 0.0221886 0.0208 0.501413 0.864674 3578 654 402
1347018774.192426920 1.88812 -0.947778 0.0925531 0.0204592 0.0170656 0.502056 0.864425 3638 670 417
1347018774.292422056 1.89244 -0.959765 0.0913381 0.0202625 0.0193873 0.501231 0.864859 3602 664 412
1347018774.392416000 1.88518 -0.944468 0.0916403 0.0273177 0.0211077 0.499392 0.865688 3621 658 416
1347018774.492410898 1.9241 -0.953068 0.0904414 0.0232707 0.0155126 0.501207 0.864876 3674 668 408
1347018774.592406034 1.9645 -0.968896 0.0956394 0.016842 0.0113666 0.503683 0.86365 3647 648 393
1347018774.692400932 1.94788 -0.982025 0.101366 0.0186093 0.0200871 0.502764 0.86399 3736 633 387
1347018774.792394876 1.92591 -0.971907 0.108565 0.0263255 0.0278243 0.502904 0.863493 3769 685 402
1347018774.892390013 1.96007 -0.987387 0.108709 0.0211208 0.0247578 0.504863 0.862586 3757 680 381
1347018774.992384911 1.99581 -0.971843 0.0906359 0.0235824 0.0156144 0.506053 0.862039 3698 655 374
1347018775.092378855 2.00558 -1.00165 0.104174 0.0180899 0.022288 0.509258 0.860135 3761 677 382
1347018775.192373991 2.03904 -1.00593 0.102187 0.0153037 0.01811 0.511404 0.859013 3784 688 406
1347018775.292367935 1.99382 -0.974524 0.0966247 0.0313512 0.0272211 0.509435 0.859507 3728 657 380
1347018775.392362833 2.05373 -1.00078 0.104207 0.0200269 0.0217899 0.515424 0.856424 3789 679 385
1347018775.492357969 2.01828 -0.961434 0.091008 0.0372176 0.0268683 0.514268 0.8564 3728 687 385
1347018775.592351913 2.03828 -0.97038 0.0892987 0.0355737 0.027086 0.517522 0.854501 3819 683 373
1347018775.692347050 2.14406 -1.01594 0.101811 0.0131328 0.0139774 0.526532 0.849939 3812 663 382
1347018775.792341948 2.07307 -0.974433 0.0835984 0.0361812 0.02686 0.524328 0.850323 3807 687 388
1347018775.892335892 2.17229 -1.01829 0.0976909 0.0146559 0.0157432 0.533575 0.845479 3896 683 392
1347018775.992331028 2.20997 -1.02641 0.0946416 0.0102654 0.0117402 0.537972 0.842819 3904 678 361
1347018776.092325926 2.12035 -0.998668 0.0919404 0.0317057 0.0318946 0.535787 0.843155 3834 685 365
1347018776.192319870 2.21479 -1.03613 0.0914617 0.0130229 0.0203851 0.545059 0.838049 3821 689 376
1347018776.292315006 2.25009 -1.04277 0.089258 0.00891357 0.0173624 0.550117 0.83486 3822 651 363
1347018776.392308950 2.22648 -1.02287 0.0913734 0.0186712 0.0239157 0.55257 0.832914 3864 693 363
1347018776.492303848 2.2585 -1.02678 0.0880586 0.015732 0.0216318 0.558656 0.828968 3917 667 369
1347018776.592298985 2.30888 -1.00843 0.0875546 0.0137137 0.0113882 0.564534 0.825217 3934 661 350
1347018776.692293882 2.31018 -1.0076 0.0859934 0.015601 0.0154536 0.569132 0.821953 3953 679 371
1347018776.792289019 2.3013 -1.02029 0.0896854 0.0157445 0.0244572 0.573995 0.818342 3963 658 356
1347018776.892282963 2.31383 -1.03026 0.0826041 0.013767 0.0277193 0.57948 0.814398 4031 684 369
1347018776.992277861 2.34405 -1.01322 0.0849569 0.0133695 0.023078 0.585159 0.81048 4022 665 385
1347018777.092272997 2.36647 -1.00471 0.0800176 0.0129476 0.0212585 0.591183 0.806154 4058 676 351
1347018777.192266941 2.36681 -0.987333 0.0819999 0.0169119 0.0235848 0.596741 0.801909 4068 720 385
1347018777.292260885 2.40564 -1.00631 0.0824034 0.00747666 0.0236302 0.604149 0.796486 3997 679 364
1347018777.392256021 2.35328 -0.9815 0.0842371 0.0208651 0.0360282 0.607086 0.793545 4053 732 389
1347018777.492250919 2.42818 -1.0023 0.085146 0.00497399 0.0290777 0.616444 0.786846 4045 728 383
1347018777.592246056 2.40704 -0.981239 0.0842346 0.0127393 0.0352537 0.622028 0.782097 3954 670 370
1347018777.692240000 2.45466 -0.981089 0.0878865 0.00420369 0.0310859 0.629803 0.776121 4163 736 397
1347018777.792234898 2.45737 -0.965425 0.0858234 0.00633459 0.0334597 0.635889 0.771029 4080 722 379
1347018777.892230034 2.4267 -0.939597 0.0853288 0.0156228 0.0408628 0.640224 0.766942 4103 711 387
1347018777.992224932 2.48391 -0.919487 0.0868781 0.00869931 0.0310014 0.64849 0.760542 4076 700 384
1347018778.092218876 2.50007 -0.928165 0.0908646 0.00320293 0.0357295 0.656199 0.753735 4176 719 404
1347018778.192214012 2.50092 -0.918866 0.0899577 0.00378514 0.0398858 0.662302 0.748165 4172 754 412
1347018778.292208910 2.54048 -0.893039 0.0890615 0.000323129 0.0327224 0.670049 0.741595 4225 723 390
1347018778.392202854 2.54008 -0.886301 0.0860396 0.000662787 0.0376776 0.67647 0.735506 4167 733 413
1347018778.492198944 2.53323 -0.875963 0.0854807 0.00223771 0.0432345 0.68217 0.729911 4265 727 397
1347018778.592192888 2.57583 -0.864678 0.0880603 -0.00489831 0.0387923 0.691058 0.721741 4265 727 386
1347018778.692188025 2.57628 -0.851056 0.0866481 -0.00396752 0.0419121 0.697587 0.715262 4227 735 393
1347018778.792181969 2.57702 -0.836336 0.0856187 -0.0028837 0.0450406 0.704029 0.708736 4201 735 400
1347018778.892176867 2.59194 -0.81358 0.0914904 -0.00275161 0.0439002 0.712083 0.700716 4202 745 402
1347018778.992172003 2.61227 -0.787465 0.0879396 -0.00317749 0.040187 0.718977 0.693864 4238 735 405
1347018779.092166901 2.5921 -0.785458 0.0865576 -0.000333683 0.0497151 0.725447 0.68648 4160 751 415
1347018779.192160845 2.63784 -0.738201 0.0863945 -0.0022028 0.0364374 0.733009 0.679239 4191 798 455
1347018779.292155981 2.60662 -0.755264 0.0862046 -0.000149752 0.0517181 0.738987 0.671732 4211 790 430
1347018779.392149925 2.6379 -0.724096 0.0884395 -0.00207996 0.0447719 0.746866 0.663463 4207 761 417
1347018779.492144823 2.56258 -0.757152 0.0747465 0.00730464 0.0706739 0.749279 0.658432 4153 760 436
1347018779.592139959 2.63851 -0.707582 0.0831399 -0.000837279 0.0514959 0.759914 0.647979 4086 730 416
1347018779.692134857 2.63831 -0.699584 0.079774 -0.000147802 0.054907 0.766155 0.640306 4149 772 448
1347018779.792129993 2.60407 -0.717339 0.0743163 0.00386777 0.0696797 0.77028 0.633876 4103 756 452
1347018779.892123938 2.63558 -0.649881 0.0733467 0.00790812 0.0539562 0.779643 0.623845 4125 777 453
1347018779.992120028 2.5966 -0.68597 0.0670225 0.0100258 0.0730637 0.782598 0.618143 4113 763 442
1347018780.092113972 2.67214 -0.615053 0.0709689 0.00449853 0.0489803 0.792849 0.60743 4063 737 445
1347018780.192108870 2.67428 -0.616783 0.0737936 0.00275928 0.0536404 0.79863 0.59942 4042 776 457
1347018780.292104006 2.61496 -0.637799 0.0623237 0.0126132 0.0723502 0.802032 0.592749 4086 761 442
1347018780.392097950 2.70264 -0.577357 0.0768276 0.00105538 0.0489504 0.811276 0.582609 4013 777 445
1347018780.492092848 2.67679 -0.551046 0.0649794 0.0101529 0.0514592 0.816716 0.574651 3996 724 406
1347018780.592087984 2.64477 -0.60919 0.0664075 0.0075059 0.0747029 0.819272 0.568469 4014 759 445
1347018780.692081928 2.67334 -0.587298 0.0687327 0.00318274 0.0698719 0.825063 0.560695 3966 715 412
1347018780.792076826 2.6453 -0.564498 0.0607704 0.0117758 0.0730928 0.83059 0.551942 3987 776 444
1347018780.892071962 2.6765 -0.538136 0.0607118 0.00701307 0.0671932 0.837109 0.542848 3992 779 460
1347018780.992066860 2.66866 -0.525758 0.0575984 0.00898129 0.0702081 0.841694 0.535296 3974 781 436
1347018781.092061996 2.64897 -0.500244 0.0503482 0.0154717 0.0726493 0.847286 0.525918 4025 773 480
1347018781.192055941 2.65743 -0.508802 0.0574541 0.00949366 0.0780806 0.852523 0.516738 3929 783 468
1347018781.292050838 2.65514 -0.47298 0.0510319 0.0131168 0.0751415 0.857759 0.508361 3966 771 487
1347018781.392045021 2.64543 -0.452962 0.0480342 0.015554 0.0771845 0.862661 0.499617 3873 714 422
1347018781.492040873 2.69599 -0.460346 0.0587996 5.72244e-05 0.0771614 0.867984 0.490561 3928 753 448
1347018781.592035055 2.68 -0.442061 0.0549612 0.00320807 0.0802274 0.872441 0.482078 3902 783 471
1347018781.692029953 2.70217 -0.423944 0.0582607 -0.0023437 0.0783901 0.877485 0.473148 3874 760 471
1347018781.792024851 2.67363 -0.392611 0.0485488 0.0056197 0.080501 0.881514 0.465212 3861 749 438
1347018781.892019987 2.66623 -0.387294 0.0447142 0.00506228 0.0851218 0.886237 0.455316 3912 789 489
1347018781.992014885 2.67234 -0.383815 0.0442015 0.00128596 0.0885541 0.890023 0.44723 3879 785 507
1347018782.092008829 2.7003 -0.348874 0.0458381 -0.00408869 0.0811911 0.894097 0.440434 3831 763 492
1347018782.192003965 2.70518 -0.338731 0.0451054 -0.00636153 0.0828063 0.897195 0.433755 3812 740 471
1347018782.291998863 2.71087 -0.327706 0.0467382 -0.00862906 0.0835762 0.899866 0.427998 3767 765 478
1347018782.391993999 2.68952 -0.30903 0.0399673 -0.00291694 0.0860515 0.90206 0.422936 3764 751 484
1347018782.491988897 2.69999 -0.304625 0.0412484 -0.00664124 0.0869872 0.903639 0.419315 3796 775 488
1347018782.591982841 2.71663 -0.297822 0.043952 -0.0110878 0.0868616 0.905455 0.415312 3725 747 478
1347018782.691977978 2.72709 -0.285475 0.0427257 -0.0129302 0.0860681 0.906741 0.412608 3733 770 489
1347018782.791972876 2.73113 -0.280096 0.0387197 -0.0130822 0.0877382 0.907543 0.410483 3711 786 510
1347018782.891967058 2.73436 -0.274163 0.0390847 -0.0130658 0.0887463 0.908175 0.408865 3654 756 482
1347018782.991961956 2.73511 -0.26855 0.0354336 -0.0118233 0.0903476 0.908744 0.407285 3664 760 462
1347018783.091956854 2.73997 -0.26021 0.0349055 -0.0103387 0.0906469 0.908675 0.407415 3630 779 497
1347018783.191951990 2.7387 -0.261081 0.0368144 -0.00832757 0.0941814 0.908918 0.406115 3609 743 456
1347018783.291946888 2.77738 -0.256107 0.037315 -0.0152629 0.0912225 0.909553 0.405164 3608 757 462
1347018783.391940832 2.77737 -0.246832 0.0319088 -0.0120146 0.0919373 0.910299 0.403433 3520 754 467
1347018783.491935968 2.78076 -0.237484 0.031987 -0.00908541 0.0920601 0.91105 0.401785 3482 717 439
1347018783.591930866 2.79142 -0.224493 0.0291312 -0.00738002 0.0904626 0.911896 0.40026 3519 754 464
1347018783.691926003 2.80246 -0.225753 0.030051 -0.00803753 0.0919389 0.913372 0.396529 3376 732 462
1347018783.791920900 2.82347 -0.217713 0.0308459 -0.0093642 0.0898975 0.914532 0.394287 3471 738 449
1347018783.891914845 2.82093 -0.204113 0.027636 -0.0047269 0.089614 0.916168 0.390618 3462 716 444
1347018783.991910934 2.81885 -0.202039 0.0292759 -0.00208852 0.0910145 0.917954 0.386099 3415 722 420
